510;0,00385977;-1;;;;
511;0,00385977;-1;;;;
512;0,00385977;-1;;;;
513;0,00385977;-1;;;;
514;0,00385977;-1;;;;
515;0,00385977;-1;;;;
516;0,00385977;-1;;;;
517;0,00416375;-1;;;;
518;0,00427529;-1;;;;
519;0,00433719;-1;;;;
520;0,00441341;-1;;;;
521;0,00442944;-1;;;;
522;0,00449473;-1;;;;
523;0,00443174;-1;;;;
524;0,00443174;-1;;;;
525;0,004312;-1;;;;
526;0,00426568;-1;;;;
527;0,00417495;-1;;;;
528;0,00390747;-1;;;;
529;0,00385977;-1;;;;
530;0,00385977;-1;;;;
531;0,00385977;-1;;;;
532;0,00385977;-1;;;;
760;0,00385977;-1;;;;
761;0,00385977;-1;;;;
762;0,00385977;-1;;;;
763;0,00385977;-1;;;;
764;0,00385977;-1;;;;
765;0,00408213;-1;;;;
766;0,00419134;-1;;;;
767;0,00428495;-1;;;;
768;0,00429034;-1;;;;
769;0,0042828;-1;;;;
770;0,004312;-1;;;;
771;0,0042871;-1;;;;
772;0,0042871;-1;;;;
773;0,00409192;-1;;;;
774;0,00402157;-1;;;;
775;0,00399803;-1;;;;
776;0,00393266;-1;;;;
777;0,00385977;-1;;;;
778;0,00385977;-1;;;;
779;0,00385977;-1;;;;
780;0,00385977;-1;;;;
781;0,00385977;-1;;;;
782;0,00385977;-1;;;;
783;0,00385977;-1;;;;
784;0,00385977;-1;;;;
785;0,00385977;-1;;;;
786;0,00385977;-1;;;;
787;0,00385977;-1;;;;
788;0,00385977;-1;;;;
789;0,00385977;-1;;;;
790;0,00385977;-1;;;;
791;0,00385977;-1;;;;
792;0,00385977;-1;;;;
793;0,00452931;-1;;;;
794;0,00386938;-1;;;;
795;0,00386327;-1;;;;
796;0,00385977;-1;;;;
797;0,00385977;-1;;;;
798;0,00385977;-1;;;;
799;0,00385977;-1;;;;
